key_path,index_type,init_table_size,test_suite,insert_throughput_avg,insert_throughput_min,insert_throughput_max,insert_throughput_stdv,insert_throughput_cv,read_throughput_avg,read_throughput_min,read_throughput_max,read_throughput_stdv,read_throughput_cv,memory_consumption,original_read_throughput_avg,read_throughput_avg_change_ratio
datasets/linear,lipp,20000000,21,10852037.0,10852037,10852037,,,3430630.0,3430630.0,3430630.0,,,0.0,4014067.0,-0.14534809707959534
datasets/linear,lipp,20000000,22,2379452.0,2379452,2379452,,,3362401.0,3362401.0,3362401.0,,,0.0,4244610.5,-0.20784227433824612
datasets/linear,lipp,20000000,41,1698635.0,1698635,1698635,,,8902028.0,8902028.0,8902028.0,,,0.0,842579.5,9.565208386864384
datasets/linear,lipp,20000000,42,4749121.0,4749121,4749121,,,15133895.0,15133895.0,15133895.0,,,0.0,4730053.5,2.1995187792273385
datasets/linear,lipp,50000000,21,8053688.0,8053688,8053688,,,4004741.0,4004741.0,4004741.0,,,0.0,5375374.0,-0.25498374624723785
datasets/linear,lipp,50000000,22,3992596.0,3992596,3992596,,,3819762.0,3819762.0,3819762.0,,,0.0,5390279.5,-0.2913610509436477
datasets/linear,lipp,50000000,41,1596017.0,1596017,1596017,,,7453108.0,7453108.0,7453108.0,,,0.0,1201801.5,5.20161316157452
datasets/linear,lipp,50000000,42,3133967.0,3133967,3133967,,,4557329.0,4557329.0,4557329.0,,,0.0,5517934.0,-0.17408780170259375
datasets/linear,lipp,100000000,21,49996797.0,49996797,49996797,,,16204974.0,16204974.0,16204974.0,,,0.0,18576031.5,-0.12764069117776852
datasets/linear,lipp,100000000,22,12112218.0,12112218,12112218,,,16251380.0,16251380.0,16251380.0,,,0.0,18468062.0,-0.12002786215467547
datasets/linear,lipp,100000000,41,1480960.0,1480960,1480960,,,7046939.0,7046939.0,7046939.0,,,0.0,2470551.5,1.8523748644786397
datasets/linear,lipp,100000000,42,2631266.0,2631266,2631266,,,4880133.0,4880133.0,4880133.0,,,0.0,3012352.5,0.6200404833099712
datasets/linear,lipp,200000000,10,33200201.0,33200201,33200201,,,14109877.0,14109877.0,14109877.0,,,0.0,15761088.5,-0.10476506746345597
datasets/osm,alex,0,21,6147795.0,6147795,6147795,,,1997644.0,1997644.0,1997644.0,,,0.0,1949739.0,0.02456995526067848
datasets/osm,alex,0,22,1324380.0,1324380,1324380,,,2771297.0,2771297.0,2771297.0,,,0.0,2467492.0,0.12312299290129411
