id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite
20241208130400,0,0,0,0,1,datasets/linear,,alex,6359,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41,24
20241208130420,0,1,0,0,0,datasets/linear,,alex,4988168,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41,24
20241208130436,1,0,0,0,0,datasets/linear,,alex,12767822,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41,24
20241208131845,0,0,0,0,1,datasets/linear,,alex,6353,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42,24
20241208131910,0,1,0,0,0,datasets/linear,,alex,3993630,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42,24
20241208131926,1,0,0,0,0,datasets/linear,,alex,12865536,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42,24
20241208132400,0,0,0,0,1,datasets/covid,,alex,23108306,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10,24
20241208132400,0,1,0,0,0,datasets/covid,,alex,3620223,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10,24
20241208132423,1,0,0,0,0,datasets/covid,,alex,8817020,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10,24
20241208132615,0,0,0,0,1,datasets/covid,,alex,0,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208132647,0,1,0,0,0,datasets/covid,,alex,6334092,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208132715,1,0,0,0,0,datasets/covid,,alex,7168346,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208132813,0,0,0,0,1,datasets/covid,,alex,0,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208132936,0,1,0,0,0,datasets/covid,,alex,2408304,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
