id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite,partition_method,partition_num
20250108130010,1,0,0,0,0,datasets/covid,,btreeolc,17028913,10000000,0.99,0,16,134,876,1115,1452,1746,16976,628814,900.525,1866,100,92023.5,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130053,0,1,0,0,0,datasets/covid,,btreeolc,82576546,20000000,0.99,0,16,67,112,274,1942,3756,7918,101721,174.347,1866,100,100063,1,0,0,0,0,64,200000000,21,0,direct,1
20250108130115,1,0,0,0,0,datasets/covid,,btreeolc,17049954,20000000,0.99,0,16,106,872,1124,1460,1769,16955,239705,900.381,1866,100,84948.7,1,0,0,0,0,64,200000000,21,0,direct,1
20250108130204,0,1,0,0,0,datasets/covid,,btreeolc,16255172,20000000,0.99,0,16,127,911,1213,1828,5131,17164,129827,965.312,1866,100,164538,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130226,1,0,0,0,0,datasets/covid,,btreeolc,17115820,20000000,0.99,0,16,126,871,1110,1447,1738,16895,1.29338e+07,895.617,1866,100,918488,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130310,0,1,0,0,0,datasets/covid,,btreeolc,56171492,50000000,0.99,0,16,70,140,340,1407,3532,9147,219777,209.296,1866,100,88705.7,1,0,0,0,0,64,200000000,21,0,direct,1
20250108130332,1,0,0,0,0,datasets/covid,,btreeolc,17362749,50000000,0.99,0,16,113,856,1103,1435,1744,16962,1.38248e+06,883.864,1866,100,102807,1,0,0,0,0,64,200000000,21,0,direct,1
20250108130420,0,1,0,0,0,datasets/covid,,btreeolc,16043529,50000000,0.99,0,16,142,920,1224,1797,5093,17143,152329,978.092,1866,100,154980,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130442,1,0,0,0,0,datasets/covid,,btreeolc,17536401,50000000,0.99,0,16,127,848,1076,1410,1731,17345,189177,873.936,1866,100,115856,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130525,0,1,0,0,0,datasets/covid,,btreeolc,92310608,100000000,0.99,0,16,69,123,190,543,2880,5348,179824,152.187,1866,100,40654.5,1,0,0,0,0,64,200000000,21,0,direct,1
20250108130547,1,0,0,0,0,datasets/covid,,btreeolc,17435106,100000000,0.99,0,16,119,853,1102,1433,1739,16865,223932,879.304,1866,100,81709.6,1,0,0,0,0,64,200000000,21,0,direct,1
